words,labels,entities,term_list
"['Pourquoi', 'la', 'France', '?']","['O', 'O', 'O', 'O']",set(),[]
"['La', 'France', 'étant', 'le', 'berceau', 'et', ""l'"", 'emblème', 'de', 'la', 'grande', 'équitation', 'durant', 'la', 'Renaissance', ',', ""c'"", 'est', 'à', 'nous', 'que', 'revient', 'le', 'devoir', ""aujourd'hui"", 'de', 'préserver', 'cette', 'équitation', 'traditionnelle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 11, 11), ('Term', 28, 28)}","['équitation', 'équitation']"
"['Au-delà', 'de', 'notre', 'héritage', 'culturel', 'il', 'est', 'également', 'question', 'de', 'sauvegarde', 'de', ""l'"", 'intégrité', 'physique', 'et', 'morale', 'du', 'cheval', 'en', 'mettant', 'un', 'frein', 'aux', 'dérives', 'de', ""l'"", 'équitation', 'moderne', 'actuelle', 'qui', ""n'"", 'a', 'fait', 'que', 'de', 'grimper', 'les', 'échelons', 'de', 'la', 'violence', 'et', 'de', 'la', 'barbarie', 'ces', '15', 'dernières', 'années', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 27, 28)}","['cheval', 'équitation moderne']"
"['Qui', 'peut', 'pratiquer', ""l'"", 'Equitation', 'de', 'Tradition', 'Française', '?']","['O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O']","{('Term', 4, 7)}",['Equitation de Tradition Française']
"[""C'"", 'est', 'lors', 'des', 'Premières', 'Rencontres', 'de', ""l'"", 'Equitation', 'de', 'Tradition', 'Française', 'à', 'Saumur', 'en', 'octobre', 'dernier', 'que', 'les', 'débats', 'et', 'les', 'confrontations', ""d'"", 'idées', 'ont', 'pu', 'mettre', 'en', 'lumière', 'quelques', 'aspects', 'acceptés', 'par', 'tous', 'les', 'partis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 11)}",['Equitation de Tradition Française']
"[""D'"", 'abord', ""l'"", 'Assemblée', ""s'"", 'est', 'voulue', 'ouverte', 'au', 'plus', 'grand', 'nombre', 'et', 'pas', 'seulement', 'aux', 'adeptes', 'de', 'la', 'Haute', 'Ecole', 'qui', 'est', 'finalement', 'très', 'inaccessible', 'pour', 'un', 'cavalier', 'lambda', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 19, 20), ('Term', 28, 28)}","['Haute Ecole', 'cavalier']"
"['Aussi', 'il', 'a', 'fallu', 'définir', 'un', 'objectif', 'commun', 'dans', 'le', 'cadre', 'de', 'la', 'pratique', 'de', ""l'"", 'équitation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 16, 16)}",['équitation']
"['Une', 'définition', 'claire', 'de', ""l'"", 'Equitation', 'de', 'Tradition', 'Française', 'était', 'donc', 'nécessaire', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O']","{('Term', 5, 8)}",['Equitation de Tradition Française']
"['Je', 'cite', ':']","['O', 'O', 'O']",set(),[]
"['«', ""L'"", 'équitation', 'de', 'tradition', 'française', 'est', 'un', 'art', 'de', 'monter', 'à', 'cheval', 'ayant', 'comme', 'caractéristique', 'de', 'mettre', 'en', 'relief', 'une', 'harmonie', 'des', 'relations', 'entre', ""l'"", 'homme', 'et', 'le', 'cheval', '.']","['O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 29, 29), ('Term', 10, 12), ('Term', 2, 5), ('Term', 21, 21)}","['cheval', 'monter à cheval', 'équitation de tradition française', 'harmonie']"
"['Les', 'principes', 'et', 'processus', 'fondamentaux', 'de', ""l'"", 'éducation', 'du', 'cheval', 'sont', ""l'"", 'absence', ""d'"", 'effets', 'de', 'force', 'et', 'de', 'contraintes', 'ainsi', 'que', 'des', 'demandes', 'harmonieuses', 'de', ""l'"", 'homme', 'respectant', 'le', 'corps', 'et', ""l'"", 'humeur', 'du', 'cheval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 9, 9), ('Term', 24, 24), ('Term', 35, 35)}","['cheval', 'harmonieuses', 'cheval']"
"['La', 'connaissance', 'de', ""l'"", 'animal', '(', 'physiologie', ',', 'psychologie', 'et', 'anatomie', ')', 'et', 'de', 'la', 'nature', 'humaine', '(', 'émotions', 'et', 'corps', ')', 'est', 'complétée', 'par', 'un', 'état', ""d'"", 'esprit', 'alliant', 'compétence', 'et', 'respect', 'du', 'cheval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 34, 34)}",['cheval']
"['La', 'fluidité', 'des', 'mouvements', 'et', 'la', 'flexibilité', 'des', 'articulations', 'assurent', 'que', 'le', 'cheval', 'participe', 'volontairement', 'aux', 'exercices', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 12, 12), ('Term', 3, 3), ('Term', 8, 8), ('Term', 16, 16)}","['cheval', 'mouvements', 'articulations', 'exercices']"
"['»', 'Lire', 'la', 'suite', 'de', 'la', 'définition']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Bernard', 'Mathié', 'a', 'ajouté', 'récemment', 'ce', 'petit', 'paragraphe', 'très', 'pertinent', 'afin', 'de', 'compléter', 'davantage', 'la', 'définition', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['«', 'issue', 'des', 'pratiques', 'équestres', 'cultivées', 'depuis', 'plusieurs', 'siècles', 'par', 'une', 'longue', 'lignée', ""d'"", 'écuyers', 'et', 'leurs', 'élèves', ',', ""l'"", 'équitation', 'de', 'tradition', 'française', 'est', 'caractérisée', 'par', ""l'"", 'harmonie', 'de', 'la', 'relation', 'entre', 'le', 'cheval', 'et', 'son', 'cavalier', 'et', 'une', 'exécution', 'fondée', 'sur', 'la', 'recherche', 'de', 'légèreté', 'et', 'sur', 'le', 'renoncement', 'à', 'toute', 'forme', 'de', 'violence', 'coercitive', 'ou', 'de', 'surexploitation', 'économique', 'et', 'commerciale«', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 34, 34), ('Term', 4, 4), ('Term', 20, 23), ('Term', 37, 37), ('Term', 46, 46), ('Term', 14, 14), ('Term', 28, 28)}","['cheval', 'équestres', 'équitation de tradition française', 'cavalier', 'légèreté', 'écuyers', 'harmonie']"
"['Si', 'vous', 'aussi', 'vous', 'appréciez', 'cette', 'initiative', 'et', 'que', 'vous', 'voulez', 'soutenir', 'ces', 'principes', ',', ""n'"", 'hésitez', 'pas', 'à', 'partager', 'cet', 'article', 'et', 'à', 'le', 'faire', 'connaître', 'à', 'un', 'maximum', 'de', 'passionnés', 'autour', 'de', 'vous', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['LE', 'BON', 'TROT']","['O', 'O', 'B-Term']","{('Term', 2, 2)}",['TROT']
"['Avant', 'de', 'débuter', 'un', 'exercice', ',', 'il', 'faut', 'avant', 'tout', 'contrôler', ""l'"", 'allure', 'et', 'trouver', 'le', '«', 'bon', '»', 'trot']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term']","{('Term', 12, 12), ('Term', 19, 19), ('Term', 4, 4)}","['allure', 'trot', 'exercice']"
"['Lorsque', 'je', 'pense', 'à', 'mon', 'prochain', 'conseil', 'de', 'juge', 'il', ""m'"", 'arrive', ""d'"", 'hésiter', 'entre', 'plusieurs', 'sujets', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 8)}",['juge']
"['Je', 'me', 'remémore', 'les', 'derniers', 'conseils', ',', ""j'"", 'essaye', ""d'"", 'équilibrer', 'mouvements', 'simples', 'pour', 'cavaliers', 'peu', 'expérimentés', 'et', 'exercices', 'plus', 'difficiles', 'demandant', 'un', 'niveau', 'plus', 'avancé', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 10, 10), ('Term', 11, 11), ('Term', 14, 14)}","['exercices', 'équilibrer', 'mouvements', 'cavaliers']"
"['Il', 'arrive', 'également', 'que', 'le', 'conseil', ""s'"", 'adresse', 'à', 'tous', 'les', 'publics', 'car', 'il', 'est', 'nombre', 'de', 'recommandations', 'qui', 'doivent', 'être', 'respectées', 'quel', 'que', 'soit', 'le', 'degré', 'de', 'développement', 'du', 'cheval', 'et', 'du', 'cavalier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 30, 30), ('Term', 33, 33)}","['cheval', 'cavalier']"
"[""Aujourd'hui"", ',', 'marquée', 'par', 'mon', 'bref', 'passage', 'en', 'Suisse', ',', 'je', 'voudrais', 'repréciser', 'une', 'notion', 'de', 'base', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Il', 'n', ""'"", 'est', 'pas', 'de', 'progression', 'possible', 'tant', 'que', 'le', 'cavalier', ""n'"", 'a', 'pas', 'pris', 'conscience', 'de', ""l'"", 'impérative', 'exigence', 'de', 'fixer', 'pour', 'son', 'cheval', 'les', 'notions', 'de', 'rythme', ',', 'de', 'cadence', 'et', 'de', 'vitesse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 25, 25), ('Term', 11, 11), ('Term', 32, 32), ('Term', 29, 29)}","['cheval', 'cavalier', 'cadence', 'rythme']"
"['Si', 'vous', 'le', 'voulez', 'bien', ',', 'nous', 'nous', 'donnerons', ""aujourd'hui"", 'un', 'objectif', 'simple', ':', 'trouver', 'pour', 'chaque', 'cheval', 'le', '«', 'bon', 'trot', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 17, 17), ('Term', 21, 21)}","['cheval', 'trot']"
"['Je', 'veux', 'parler', 'du', 'trot', '«', 'utile', '»', 'celui', 'qui', 'va', 'servir', 'de', 'base', ',', 'de', 'référence', ',', 'de', 'constante', 'que', ""l'"", 'on', 'tentera', 'de', 'conserver', ',', 'que', 'ce', 'soit', 'sur', 'les', 'lignes', 'droites', ',', 'dans', 'les', 'passages', 'de', 'coins', ',', 'sur', 'les', 'voltes', 'et', 'par', 'la', 'suite', 'dans', 'les', 'divers', 'mouvements', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 43, 43), ('Term', 39, 39), ('Term', 51, 51), ('Term', 32, 33), ('Term', 4, 4)}","['voltes', 'coins', 'mouvements', 'lignes droites', 'trot']"
"['Si', 'ce', 'trot', 'est', 'différent', 'pour', 'chaque', 'cheval', 'en', 'fonction', 'de', 'sa', 'nature', 'il', 'devra', 'toujours', 'être', 'régulier', ',', 'actif', ',', 'avec', 'une', 'vitesse', 'constante', 'à', 'déterminer', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 19), ('Term', 2, 2), ('Term', 17, 17), ('Term', 7, 7)}","['actif', 'trot', 'régulier', 'cheval']"
"['Quoi', ""qu'"", 'il', 'arrive', 'le', 'contact', 'sera', 'constant', 'lui', 'aussi', 'sans', 'multiplication', 'des', 'interventions', 'de', 'la', 'main', 'du', 'cavalier', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 5, 5), ('Term', 16, 16)}","['cavalier', 'contact', 'main']"
"['Il', 'est', 'impératif', 'que', 'le', 'cheval', 'trouve', 'son', 'confort', 'dans', 'la', 'stabilité', 'de', ""l'"", 'allure', 'en', 'veillant', 'à', 'réguler', ""l'"", 'impulsion', 'déployée', 'avant', ""d'"", 'entamer', 'le', 'chapitre', 'des', 'transitions', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 14), ('Term', 28, 28), ('Term', 5, 5), ('Term', 20, 20)}","['allure', 'transitions', 'cheval', 'impulsion']"
"['Le', 'juge', 'appréciera', 'au', 'premier', 'coup', ""d'"", 'oeil', 'les', 'qualités', 'de', 'régularité', ',', ""d'"", 'aisance', 'et', 'de', 'dynamisme', 'qui', 'marquent', 'ainsi', 'une', 'notion', ""d'"", 'impulsion', 'bien', 'comprise', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 1, 1), ('Term', 24, 24)}","['régularité', 'juge', 'impulsion']"
"['A', 'vous', ""d'"", 'essayer', 'avec', 'votre', 'cheval', 'en', 'privilégiant', ""d'"", 'abord', 'le', 'mouvement', 'en', 'avant', 'sans', 'trop', 'craindre', 'que', 'le', 'cheval', 'ne', 'précipite', 'car', 'il', 'sera', 'toujours', 'possible', 'de', 'réduire', 'la', 'vitesse', 'par', 'la', 'suite', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 12, 14), ('Term', 20, 20)}","['cheval', 'mouvement en avant', 'cheval']"
"['Tout', 'ce', 'travail', 'peut', 'être', 'fait', 'au', 'trot', 'enlevé', 'en', 'premier', 'lieu', 'et', ""c'"", 'est', 'le', 'même', 'trot', 'ainsi', 'obtenu', 'qui', 'devra', 'être', 'utilisé', 'sur', 'le', 'rectangle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 17, 17), ('Term', 7, 7)}","['rectangle', 'trot', 'trot']"
"['LE', 'RENOUVEAU', 'DU', 'DRESSAGE', 'MODERNE']","['O', 'O', 'O', 'B-Term', 'I-Term']","{('Term', 3, 4)}",['DRESSAGE MODERNE']
"['Le', 'dressage', 'moderne', 'est', 'indéniablement', 'sur', 'la', 'voie', 'du', 'renouveau', '.']","['O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 2)}",['dressage moderne']
"['Les', 'prémices', 'sont', 'bien', 'là', 'et', 'déjà', 'sensibles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Beaucoup', 'de', 'critiques', 'ont', 'été', 'émises', 'face', 'à', 'la', 'compétition', 'qui', 'acceptait', 'les', 'chevaux', 'contraints', 'et', 'souvent', 'trop', 'fermés', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 13, 13)}",['chevaux']
"[""L'"", 'évolution', 'est', 'en', 'route', 'et', ""c'"", 'est', 'déjà', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['plus', ""qu'"", 'un', 'frémissement', '.']","['O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'meilleurs', 'juges', 'de', 'la', 'planète', ""s'"", 'entendent', 'pour', 'apprécier', 'unanimement', 'les', 'chevaux', 'souples', ',', 'naturellement', 'volontaires', 'aux', 'oreilles', 'pointées', 'et', 'à', ""l'"", 'œil', 'confiant', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 18, 18), ('Term', 2, 2), ('Term', 13, 13), ('Term', 23, 23), ('Term', 12, 12)}","['oreilles', 'juges', 'souples', 'œil', 'chevaux']"
"[""C'"", 'est', 'la', 'fin', 'annoncée', 'des', 'bouches', 'ouvertes', ',', 'des', 'encolures', 'plaquées', ',', 'des', 'chevaux', 'figés', 'et', 'des', 'queues', 'qui', 'fouaillent', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 6, 6), ('Term', 18, 18), ('Term', 14, 14)}","['encolures', 'bouches', 'queues', 'chevaux']"
"['Les', 'gagnants', 'du', 'CDIW', 'de', 'Lyon', 'en', 'sont', 'la', 'preuve', 'vivante', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Leurs', 'présentations', ""d'"", 'une', 'réelle', 'qualité', 'demandent', 'non', 'seulement', 'une', 'technique', 'parfaite', 'mais', 'également', 'des', 'chevaux', 'aux', 'qualités', 'exceptionnelles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 15, 15)}",['chevaux']
"[""C'"", 'est', 'bien', 'ce', 'que', 'nous', 'avons', 'vu', 'sur', 'la', 'piste', ""d'"", 'Equita', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 10, 10)}",['piste']
"['Un', 'dynamisme', ',', 'une', 'énergie', ',', 'une', 'aisance', 'liées', 'à', 'une', 'facilité', 'déconcertante', 'à', 'se', 'rassembler', 'comme', 'à', 'se', 'déployer', ',', 'le', 'tout', 'guidé', 'de', 'façon', 'magistrale', 'par', 'des', 'cavaliers', 'aussi', 'maîtres', 'de', 'la', 'situation', 'que', 'discrets', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 19), ('Term', 15, 15), ('Term', 29, 29)}","['déployer', 'rassembler', 'cavaliers']"
"['Une', 'leçon', 'de', 'grande', 'classe', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'juges', 'de', 'tous', 'niveaux', 'doivent', 'les', 'reconnaître', ',', 'ces', 'chevaux', 'et', 'ces', 'cavaliers', 'qui', 'sont', 'dans', 'cette', 'mouvance', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 1, 1), ('Term', 13, 13)}","['chevaux', 'juges', 'cavaliers']"
"['Ils', 'doivent', 'encourager', ""l'"", 'équitation', 'faite', ""d'"", 'aides', 'discrètes', 'accompagnant', 'des', 'chevaux', ',', 'partenaires', 'dynamiques', 'attentifs', 'et', 'confiants', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 7, 7), ('Term', 4, 4)}","['chevaux', 'aides', 'équitation']"
"['TRANSITION', 'GALOP', 'PAS']","['B-Term', 'I-Term', 'I-Term']","{('Term', 0, 2)}",['TRANSITION GALOP PAS']
"['Illustration', 'du', 'rassembler', ':', 'la', 'transition', 'galop', 'pas']","['O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term']","{('Term', 2, 2), ('Term', 5, 7)}","['rassembler', 'transition galop pas']"
"['En', 'réponse', 'à', 'Sophie', ""l'"", 'internaute', ',', 'voici', 'les', 'règles', 'plus', 'quelques', 'conseils', 'pour', 'réussir', 'au', 'mieux', 'les', 'transitions', 'galop-pas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 18, 19)}",['transitions galop-pas']
"['Règles', 'de', 'base', ':']","['O', 'O', 'O', 'O']",set(),[]
"['Il', 'nous', 'faut', 'toujours', 'revenir', 'à', 'nos', 'fondamentaux', 'que', 'sont', 'le', 'contrôle', 'de', 'la', 'vitesse', 'et', 'de', 'la', 'rectitude', 'sans', 'pour', 'autant', 'oublier', ""l'"", 'activité', '(', ""c'"", 'est', 'à', 'dire', 'la', 'rapidité', 'des', 'postérieurs', 'qui', ""n'"", 'a', 'rien', 'a', 'voir', 'avec', 'la', 'vitesse', 'de', ""l'"", 'allure', ')', 'et', 'la', 'mise', 'en', 'main', '(', 'un', 'cheval', 'rond', 'acceptant', 'un', 'contact', 'constant', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 58, 58), ('Term', 54, 54), ('Term', 33, 33), ('Term', 45, 45), ('Term', 55, 55), ('Term', 49, 51), ('Term', 24, 24)}","['rectitude', 'contact', 'cheval', 'postérieurs', 'allure', 'rond', 'mise en main', 'activité']"
"['Dans', 'le', 'sujet', 'qui', 'nous', 'intéresse', ',', 'ceci', 'doit', 'être', 'acquis', 'au', 'pas', 'comme', 'au', 'galop', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 15, 15), ('Term', 12, 12)}","['galop', 'pas']"
