words,labels,entities,term_list
"['(', '3.3.13', ')']","['O', 'O', 'O']",set(),[]
"['dQ', '=', 'σπρ']","['O', 'O', 'O']",set(),[]
"['2', 'U', '∞', '(', '1', '-', 'a', ')', '2', '(', 'CL', 'sin', 'ϕ', '-', 'CD', 'cos', 'ϕ', ')', 'r', '2', 'dr', '2', 'sin', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.3.14', ')']","['O', 'O', 'O']",set(),[]
"['Thus', ',', 'from', 'blade', 'element', 'theory', ',', 'two', 'equations', '(', '3.3.13', 'and', '3.3.14', ')', 'have', 'been', 'obtained', '.']","['O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 5)}",['blade element theory']
"['They', 'define', 'the', 'normal', 'force', '(', 'thrust', ')', 'and', 'the', 'tangential', 'force', '(', 'torque', ')', 'on', 'an', 'annular', 'rotor', 'section', 'as', 'a', 'function', 'of', 'the', 'flow', 'angles', 'at', 'the', 'blades', 'and', 'airfoil', 'characteristics', '.']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O']","{('Term', 6, 6), ('Term', 13, 13), ('Term', 29, 29), ('Term', 31, 31), ('Term', 25, 26), ('Term', 3, 4), ('Term', 10, 11), ('Term', 17, 19)}","['thrust', 'torque', 'blades', 'airfoil', 'flow angles', 'normal force', 'tangential force', 'annular rotor section']"
"['Here', 'it', 'is', 'convenient', 'to', 'consider', 'in', 'turn', 'the', 'following', 'assumptions', 'which', 'are', 'the', 'bases', 'of', 'developing', 'blade', 'element', 'theory', '[', '11', ']', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 17, 19)}",['blade element theory']
"['•', 'The', 'assumption', 'that', 'the', 'behavior', 'of', 'an', 'element', 'is', 'not', 'affected', 'by', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['adjacent', 'elements', 'of', 'the', 'same', 'blade']","['O', 'O', 'O', 'O', 'O', 'B-Term']","{('Term', 5, 5)}",['blade']
"['•', 'The', 'airfoil', 'characteristics', 'to', 'be', 'adopted', 'for', 'the', 'element']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2)}",['airfoil']
['48'],['O'],set(),[]
"['The', 'independence', 'of', 'blade', 'elements', ',', 'assumed', 'in', 'the', 'blade', 'element', 'theory', 'and', 'also', 'in', 'all', 'later', 'developments', 'of', 'theory', ',', 'is', 'analogous', 'to', 'the', 'assumption', 'adopted', 'in', 'the', 'general', 'momentum', 'theory', 'that', 'the', 'thrust', 'on', 'an', 'elementary', 'annulus', 'of', 'a', 'rotor', 'may', 'be', 'expressed', 'as', 'dT', '=', '2', 'ρ', 'u', '(', 'u', '-', 'U', '∞', ')', 'dA', '(', 'equation', '3.2.15', ')', '.']","['O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 34, 34), ('Term', 29, 31), ('Term', 41, 41), ('Term', 37, 38), ('Term', 3, 4), ('Term', 9, 11)}","['thrust', 'general momentum theory', 'rotor', 'elementary annulus', 'blade elements', 'blade element theory']"
"['In', 'the', 'discussion', 'of', 'general', 'momentum', 'theory', 'it', 'was', 'pointed', 'out', 'that', 'this', 'equation', 'could', 'not', 'be', 'established', 'rigorously', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 6)}",['general momentum theory']
"['Similarly', ',', 'in', 'the', 'blade', 'element', 'theory', ',', 'it', 'is', 'not', 'possible', 'to', 'give', 'a', 'rigorous', 'proof', 'of', 'the', 'independence', 'of', 'the', 'blade', 'elements', 'and', 'the', 'validity', 'of', 'the', 'assumption', 'must', 'be', 'justified', 'by', 'an', 'appeal', 'to', 'suitable', 'experimental', 'results', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 22, 23), ('Term', 4, 6)}","['blade elements', 'blade element theory']"
"['If', 'the', 'assumption', 'valid', ',', 'the', 'thrust', 'on', 'the', 'blade', 'element', 'at', 'radial', 'distance', 'r', 'with', 'the', 'blade', 'angle', 'θ', 'should', 'be', 'independent', 'of', 'the', 'variation', 'of', 'the', 'blade', 'angle', 'along', 'the', 'remainder', 'of', 'the', 'blade', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 35, 35), ('Term', 17, 18), ('Term', 28, 29), ('Term', 9, 10), ('Term', 12, 13)}","['thrust', 'blade', 'blade angle', 'blade angle', 'blade element', 'radial distance']"
"['A', 'check', 'of', 'the', 'assumption', 'can', 'therefore', 'be', 'obtained', 'by', 'taking', 'two', 'propellers', 'of', 'different', 'pitch', 'with', 'blades', 'of', 'the', 'same', 'plan', 'form', 'and', 'section', 'and', 'by', 'rotating', 'the', 'blades', 'of', 'one', 'rotor', 'so', 'that', 'the', 'blade', 'angles', 'of', 'the', 'two', 'rotors', 'have', 'the', 'same', 'value', 'at', 'a', 'chosen', 'radial', 'distance', 'r', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O']","{('Term', 27, 27), ('Term', 17, 17), ('Term', 15, 15), ('Term', 29, 29), ('Term', 41, 41), ('Term', 36, 37), ('Term', 49, 50), ('Term', 32, 32)}","['rotating', 'blades', 'pitch', 'blades', 'rotors', 'blade angles', 'radial distance', 'rotor']"
"['The', 'thrust', 'distribution', 'along', 'the', 'blades', 'should', 'then', 'show', 'the', 'same', 'element', 'of', 'thrust', 'on', 'the', 'blade', 'elements', 'under', 'examination', '.']","['O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O']","{('Term', 13, 13), ('Term', 1, 1), ('Term', 5, 5), ('Term', 16, 17)}","['thrust', 'thrust', 'blades', 'blade elements']"
"['By', 'means', 'of', 'a', 'series', 'of', 'experiments', '[', '12', ']', 'has', 'been', 'established', 'the', 'independence', 'of', 'the', 'blade', 'elements', 'over', 'the', 'principal', 'part', 'of', 'the', 'blades', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 25, 25), ('Term', 17, 18)}","['blades', 'blade elements']"
"['The', 'second', 'assumption', 'states', 'that', 'two-dimensional', 'airfoil', 'characteristics', 'can', 'be', 'used', 'for', 'the', 'blade', 'elements', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 6, 6), ('Term', 13, 14)}","['airfoil', 'blade elements']"
"['Airfoil', 'two-dimensional', 'characteristics', 'are', 'usually', 'determined', 'from', 'tests', 'of', 'a', 'rectangular', 'airfoil', 'of', 'different', 'aspect', 'ratio', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 14, 15), ('Term', 11, 11), ('Term', 0, 0)}","['aspect ratio', 'airfoil', 'Airfoil']"
"['Hence', 'the', 'lift', 'and', 'drag', 'characteristics', 'are', 'dependent', 'on', 'aspect', 'ratio', '.']","['O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 2, 2), ('Term', 4, 4), ('Term', 9, 10)}","['lift', 'drag', 'aspect ratio']"
"['But', 'in', 'the', 'fully-attached', 'regime', ',', 'airfoil', 'section', 'characteristics', 'are', 'not', 'generally', 'affected', 'by', 'aspect', 'ratio', ',', 'and', 'since', 'HAWT', 'rotors', 'operate', 'in', 'the', 'fully-attached', 'regime', 'of', 'the', 'flow', 'while', 'extracting', 'maximum', 'energy', 'from', 'the', 'wind', ',', 'two-dimensional', '(', 'i.e.', 'infinite', 'aspect', 'ratio', ')', 'can', 'be', 'used', 'in', 'predicting', 'performance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 35, 35), ('Term', 14, 15), ('Term', 32, 32), ('Term', 41, 42), ('Term', 19, 20), ('Term', 28, 28)}","['airfoil', 'wind', 'aspect ratio', 'energy', 'aspect ratio', 'HAWT rotors', 'flow']"
"['However', ',', 'when', 'two-dimensional', 'data', 'are', 'used', ',', 'a', 'tip-loss', 'factor', 'must', 'be', 'added', 'as', 'will', 'be', 'described', 'in', 'the', 'next', 'chapter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 10)}",['tip-loss factor']
['49'],['O'],set(),[]
"['3.5', 'BLADE', 'ELEMENT-MOMENTUM', '(', 'BEM', ')', 'THEORY']","['O', 'B-Term', 'I-Term', 'O', 'B-Term', 'O', 'B-Term']","{('Term', 6, 6), ('Term', 4, 4), ('Term', 1, 2)}","['THEORY', 'BEM', 'BLADE ELEMENT-MOMENTUM']"
"['In', 'the', 'general', 'momentum', 'theory', 'attention', 'was', 'directed', 'to', 'the', 'motion', 'of', 'the', 'fluid', 'and', 'the', 'forces', 'acting', 'on', 'the', 'blades', 'were', 'determined', '.']","['O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 2, 4), ('Term', 20, 20)}","['general momentum theory', 'blades']"
"['The', 'defect', 'of', 'the', 'general', 'momentum', 'theory', 'was', 'that', 'it', 'gave', 'no', 'indication', 'of', 'the', 'shape', 'of', 'blade', 'required', 'to', 'produce', 'the', 'reactions', 'considered', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 17, 17), ('Term', 4, 6)}","['blade', 'general momentum theory']"
"['The', 'principle', 'of', 'the', 'blade', 'element', 'theory', 'was', 'to', 'consider', 'the', 'forces', 'experienced', 'by', 'the', 'blades', 'of', 'the', 'rotor', 'in', 'their', 'motion', 'through', 'the', 'air', 'and', 'this', 'theory', 'was', 'therefore', 'intimately', 'concerned', 'with', 'the', 'geometrical', 'shape', 'of', 'the', 'blade', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 38, 38), ('Term', 4, 6), ('Term', 15, 15)}","['rotor', 'blade', 'blade element theory', 'blades']"
"['In', 'order', 'to', 'bridge', 'the', 'gap', 'between', 'these', 'two', 'theories', ',', 'the', 'blade', 'element', 'momentum', 'theory', '(', 'BEM', ')', 'which', 'is', 'also', 'known', 'as', 'strip', 'theory', 'has', 'been', 'developed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 17, 17), ('Term', 12, 15), ('Term', 24, 25)}","['BEM', 'blade element momentum theory', 'strip theory']"
"['BEM', 'theory', 'relates', 'rotor', 'performance', 'to', 'rotor', 'geometry', 'and', 'particularly', 'important', 'prediction', 'of', 'this', 'theory', 'is', 'the', 'effect', 'of', 'finite', 'blade', 'number', '.']","['B-Term', 'IN-Term', 'O', 'BN-Term', 'I-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 3, 4), ('Term', 20, 20), ('Term', 0, 1), ('Term', 6, 7)}","['rotor performance', 'blade', 'BEM theory', 'rotor geometry']"
"['The', 'assumptions', 'for', 'BEM', 'theory', 'are', 'obviously', 'the', 'combination', 'of', 'those', 'which', 'were', 'made', 'for', 'general', 'momentum', 'and', 'blade', 'element', 'theory', '.']","['O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 3, 4), ('Term', 18, 20), ('Term', 15, 16)}","['BEM theory', 'blade element theory', 'general momentum']"
"['The', 'foremost', 'assumption', 'in', 'BEM', 'theory', 'is', 'that', 'individual', 'streamtubes', '(', 'the', 'intersection', 'of', 'a', 'streamtube', 'and', 'the', 'surface', 'swept', 'by', 'the', 'blades', ')', 'can', 'be', 'analyzed', 'independently', 'of', 'the', 'rest', 'of', 'the', 'flow', 'as', 'assumed', 'before', 'for', 'the', 'blade', 'element', 'theory', '.']","['O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 22, 22), ('Term', 39, 41), ('Term', 33, 33), ('Term', 9, 9), ('Term', 15, 15), ('Term', 4, 5)}","['blades', 'blade element theory', 'flow', 'streamtubes', 'streamtube', 'BEM theory']"
"['A', 'second', 'assumption', 'associated', 'with', 'the', 'development', 'of', 'BEM', 'theory', 'is', 'that']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O']","{('Term', 8, 9)}",['BEM theory']
"['spanwise', 'flow', 'is', 'negligible', ',', 'and', 'therefore', 'airfoil', 'data', 'taken', 'from', 'two-dimensional']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 7, 7), ('Term', 0, 1)}","['airfoil', 'spanwise flow']"
"['section', 'tests', 'are', 'acceptable', 'as', 'assumed', 'before', 'in', 'again', 'blade', 'element', 'theory', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 9, 11)}",['blade element theory']
"['A', 'third', 'assumption', 'is', 'that', 'flow', 'conditions', 'do', 'not', 'vary', 'in', 'the', 'circumferential', 'direction', ',', 'i.e.', 'axisymmetric', 'flow', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 5, 5), ('Term', 16, 17)}","['flow', 'axisymmetric flow']"
"['With', 'this', 'assumption', 'the', 'streamtube', 'to', 'be', 'analyzed', 'is', 'a', 'uniform', 'annular', 'ring', 'centered', 'on', 'the', 'axis', 'of', 'revolution', 'as', 'assumed', 'before', 'in', 'general', 'momentum', 'theory', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 23, 25), ('Term', 4, 4), ('Term', 16, 16)}","['general momentum theory', 'streamtube', 'axis']"
"['BEM', 'theory', 'refers', 'to', 'the', 'determination', 'of', 'a', 'wind', 'turbine', 'blade', 'performance', 'by', 'combining', 'the', 'equations', 'of', 'general', 'momentum', 'theory', 'and', 'blade', 'element']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'BN-Term', 'IN-Term']","{('Term', 8, 10), ('Term', 21, 22), ('Term', 17, 19), ('Term', 0, 1)}","['wind turbine blade', 'blade element', 'general momentum theory', 'BEM theory']"
['50'],['O'],set(),[]
"['theory', '.']","['B-Term', 'O']","{('Term', 0, 0)}",['theory']
"['In', 'this', 'case', 'by', 'equating', 'the', 'elemental', 'thrust', 'force', 'equations', 'from', 'general', 'momentum', 'theory', 'and', 'blade', 'element', 'theory', '(', 'equations', '3.2.15', 'and', '3.3.13', 'respectively', ')', 'the', 'following', 'relationship', 'is', 'obtained', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 13), ('Term', 15, 17), ('Term', 6, 8)}","['general momentum theory', 'blade element theory', 'elemental thrust force']"
"['a', 'cos', 'ϕ', '=', '(', 'σ', 'CL', ')', '[', '1', '+', '(', 'CD', 'CL', ')', 'tan', 'ϕ', ']', '(', '1', '-', 'a', ')', '4sin', '2', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.1', ')']","['O', 'O', 'O']",set(),[]
"['and', 'equating', 'the', 'elemental', 'torque', 'derived', 'in', 'both', 'general', 'momentum', 'theory', 'and', 'blade', 'element', 'theory', '(', 'equations', '3.2.18', 'and', '3.3.14', 'respectively', ')', ';']","['O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 12, 14), ('Term', 3, 4), ('Term', 8, 10)}","['blade element theory', 'elemental torque', 'general momentum theory']"
"['a′', '(', 'σ', 'CL', ')', '=', '[', '1', '-', '(', 'CD', 'CL', ')', 'cot', 'ϕ', ']', '(', '1', '-', 'a', ')', '4λr', 'sin', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.2', ')']","['O', 'O', 'O']",set(),[]
"['Equation', '3.4.2', 'can', 'be', 'rearranged', 'by', 'using', 'equation', '3.3.2', ',', 'which', 'relates']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['a', ',', 'a′', ',', 'ϕ', 'and', 'λr', 'based', 'on', 'the', 'geometric', 'considerations', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['a′', '(', 'σ', 'CL', ')', '=', '[', '1', '-', '(', 'CD', 'CL', ')', 'cot', 'ϕ', ']', '(', '1', '+', 'a′', ')', '4cos', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.3', ')']","['O', 'O', 'O']",set(),[]
"['In', 'the', 'calculation', 'of', 'induction', 'factors', 'a', 'and', 'a′', ',', 'accepted', 'practice', 'is', 'to', 'set', 'CD', 'zero', 'for', 'the', 'purpose', 'of', 'determining', 'induction', 'factors', 'independently', 'from', 'airfoil', 'characteristics', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 26, 26), ('Term', 22, 23), ('Term', 4, 5)}","['airfoil', 'induction factors', 'induction factors']"
"['For', 'airfoils', 'with', 'low', 'drag', 'coefficient', ',', 'this', 'simplification', 'introduces', 'negligible', 'errors', '[', '13', ']', '.']","['O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1), ('Term', 4, 5)}","['airfoils', 'drag coefficient']"
"['So', 'equation', '3.4.1', ',', '3.4.2', 'and', '3.4.3', 'can', 'be', 'rewritten', 'considering', 'CD', '≈', '0']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['a', 'cos', 'ϕ', '=', '(', 'σ', 'CL', ')', '(', '1', '-', 'a', ')', '4sin', '2', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.4', ')']","['O', 'O', 'O']",set(),[]
['51'],['O'],set(),[]
"['a′', '(', 'σ', 'CL', ')', '=', '(', '1', '-', 'a', ')', '4λr', 'sin', 'ϕ', 'a′', '(', 'σ', 'CL', ')', '=', '(', '1', '+', 'a′', ')', '4cos', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.5', ')']","['O', 'O', 'O']",set(),[]
"['(', '3.4.6', ')']","['O', 'O', 'O']",set(),[]
"['By', 'using', 'these', 'three', 'equations', 'the', 'following', 'useful', 'relationships', 'result', 'after', 'some', 'algebraic', 'manipulation', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['CL', '=']","['O', 'O']",set(),[]
"['4sin', 'ϕ', '(', 'cos', 'ϕ', '-', 'λr', 'sin', 'ϕ', ')', 'σ', '(', 'sin', 'ϕ', '+', 'λr', 'cos', 'ϕ', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.7', ')']","['O', 'O', 'O']",set(),[]
"['a', '=']","['O', 'O']",set(),[]
"['1', '1', '+', '[', '4sin', 'ϕ', '(', 'σ', 'CL', ')', 'cos', 'ϕ', ']']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
['2'],['O'],set(),[]
"['(', '3.4.8', ')']","['O', 'O', 'O']",set(),[]
"['a′', '=']","['O', 'O']",set(),[]
"['1', '[', '[', '4cosϕ', '(', 'σ', 'CL', ')', ']', '-', '1', ']']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.9', ')']","['O', 'O', 'O']",set(),[]
"['a', 'a′', '=', 'λr', 'tan', 'ϕ']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['(', '3.4.10', ')']","['O', 'O', 'O']",set(),[]
"['To', 'determine', 'the', 'power', 'coefficient', 'of', 'a', 'wind', 'turbine', ',', 'the', 'power', 'contribution', 'from', 'each', 'annulus', 'is', 'found', 'firstly', ',', 'then', 'integrated', 'along', 'the', 'blade', 'length', 'and', 'finally', 'using', 'the', 'equation', '2.5.1', ',', 'power', 'coefficient', 'C', 'p', 'can', 'be', 'obtained', '.']","['O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 7, 8), ('Term', 11, 11), ('Term', 33, 34), ('Term', 24, 25), ('Term', 3, 4)}","['wind turbine', 'power', 'power coefficient', 'blade length', 'power coefficient']"
"['The', 'elemental', 'power', 'from', 'each', 'blade', 'element', 'was', 'defined', 'in', 'equation', '3.2.19', 'as', ';']","['O', 'B-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 5, 6), ('Term', 1, 2)}","['blade element', 'elemental power']"
